"","Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR","CEC","Ndep_1984_2015","CRU_MAT_Initial","CRU_MAT_Final","CRU_MAP_Initial","CRU_MAP_Final","CRU_MAT_mean","CRU_MAP_mean","RowID","logNadd","logNadd2","logNdep","logNdep2","Feeding_GuildUsed","Feeding_GuildCode","Habitat"
"1117","van_Eekeren_et_al_2009a",2009,333,"333e",2000,2004,5,1,"Europe","Netherlands","Bakel",51.51667,5.7,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO",NA,150,"Added","CA(NO3)2",22.4,105.99,4,26.63,13.31,178.51,4,96.09,48.05,"FromSD","Oostenbrink elutriator","Individuals/gr",NA,NA,NA,"Grassland of Lolium perenne cultivars","Experimental permanent grassland sown in 2006",NA,NA,"5.3",NA,NA,"Y","Y","Kathi",1,1,1,3,"Nessel_et_al_2021 database (from authors)","pH in the treatment was 5.1","Treatment",178.51,105.99,96.09,26.63,0.5937482,-0.5212999,-0.5496284,0.08822046,0.09096868,16.5075,17.90677,10.95833,10.4,69.80833,66.95,10.67917,68.37917,1117,2.176091,4.735373,1.253017,1.570053,"Fungivore",2,"Non-forest"
"1118","van_Eekeren_et_al_2009a",2009,333,"333e",2000,2004,5,1,"Europe","Netherlands","Bakel",51.51667,5.7,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO",NA,202,"Added","manure",22.4,79.2,4,16.28,8.14,178.51,4,96.09,48.05,"FromSD","Oostenbrink elutriator","Individuals/gr",NA,NA,NA,"Grassland of Lolium perenne cultivars","Experimental permanent grassland sown in 2016",NA,NA,"5.3",NA,NA,"Y","Y","Kathi",1,1,1,3,"Nessel_et_al_2021 database (from authors)","","Treatment",178.51,79.2,96.09,16.28,0.4436726,-0.8126683,-0.8436061,0.08300208,0.08568156,16.5075,17.90677,10.95833,10.4,69.80833,66.95,10.67917,68.37917,1118,2.305351,5.314645,1.253017,1.570053,"Fungivore",2,"Non-forest"
"1119","van_Eekeren_et_al_2009b",2009,334,"334b",2004,2005,2,1,"Europe","Netherlands","Wijhe",52.43333,6.133333,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO",NA,150,"Added","CA(NO3)2",56,6595.14,6,1020.62,416.67,5970.83,6,946.83,386.54,"FromSD","Oostenbrink elutriator","Individuals/m2",NA,NA,NA,"Grassland of Lolium perenne cultivars","Former production pasture, now sown with grass (mowed 4-5 times a year)",NA,NA,NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Nessel_et_al_2021 database (from authors)","","Treatment",5970.83,6595.14,946.83,1020.62,1.10456,0.09944707,0.09934726,0.008182488,0.008199236,26.40815,17.90677,10.225,10.425,68.26667,65.375,10.325,66.82084,1119,2.176091,4.735373,1.253017,1.570053,"Unknown",6,"Non-forest"
"1120","Zhao_et_al_2014",2014,345,"345a",2009,2009,1,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,2.1,5,0,0,0,5,0,0,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Figure 2b","","Treatment",5,2.1,0.2594009,0.1418382,0.42,-0.8675006,-0.8673135,0.001450694,0.001451255,20.25684,12.55707,23.98333,23.98333,174.5083,174.5083,23.98333,174.5083,1120,2,4,1.098888,1.207556,"Bacterivore",1,"Forest"
"1121","Zhao_et_al_2014",2014,345,"345b",2009,2009,1,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,0.91,5,0.23,0.53,1.55,5,0.57,1.28,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 2c","","Treatment",1.55,0.91,0.57,0.23,0.5870968,-0.5325656,-0.5397009,0.03982306,0.04027044,20.25684,12.55707,23.98333,23.98333,174.5083,174.5083,23.98333,174.5083,1121,2,4,1.098888,1.207556,"Fungivore",2,"Forest"
"1122","Zhao_et_al_2014",2014,345,"345c",2009,2009,1,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,0.87,5,0,0,0,5,0,0,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Figure 2d","","Treatment",5,0.87,0.2594009,0.05876153,0.174,-1.7487,-1.748513,0.001450694,0.001451255,20.25684,12.55707,23.98333,23.98333,174.5083,174.5083,23.98333,174.5083,1122,2,4,1.098888,1.207556,"Herbivore",3,"Forest"
"1123","Zhao_et_al_2014",2014,345,"345d",2009,2009,1,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Predator/Omnivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,0.4,5,0,0,0,5,0,0,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Figure 2e","","Treatment",5,0.4,0.2594009,0.02701679,0.08,-2.525729,-2.525542,0.001450694,0.001451255,20.25684,12.55707,23.98333,23.98333,174.5083,174.5083,23.98333,174.5083,1123,2,4,1.098888,1.207556,"Predator-Omnivore",5,"Forest"
"1124","Zhao_et_al_2014",2014,346,"346a",2009,2010,2,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,3.61,5,0.55,1.22,2.32,5,0.46,1.04,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 2b","","Treatment",2.32,3.61,0.46,0.55,1.556034,0.4421406,0.4405304,0.01250505,0.01254673,20.25684,12.55707,23.98333,23.75833,174.5083,149.15,23.87083,161.8292,1124,2,4,1.098888,1.207556,"Bacterivore",1,"Forest"
"1125","Zhao_et_al_2014",2014,346,"346b",2009,2010,2,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,1.02,5,0,0,0,5,0,0,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Figure 2c","","Treatment",5,1.02,0.2594009,0.06889282,0.204,-1.589635,-1.589448,0.001450694,0.001451255,20.25684,12.55707,23.98333,23.75833,174.5083,149.15,23.87083,161.8292,1125,2,4,1.098888,1.207556,"Fungivore",2,"Forest"
"1126","Zhao_et_al_2014",2014,346,"346c",2009,2010,2,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,0.77,5,0,0,0,5,0,0,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Figure 2d","","Treatment",5,0.77,0.2594009,0.05200733,0.154,-1.870803,-1.870616,0.001450694,0.001451255,20.25684,12.55707,23.98333,23.75833,174.5083,149.15,23.87083,161.8292,1126,2,4,1.098888,1.207556,"Herbivore",3,"Forest"
"1127","Zhao_et_al_2014",2014,346,"346d",2009,2010,2,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Predator/Omnivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,0.56,5,0.43,0.19,0,5,0,0,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 2e","","Treatment",5,0.56,0.2594009,0.43,0.112,-2.189256,-2.130565,0.1184592,0.125412,20.25684,12.55707,23.98333,23.75833,174.5083,149.15,23.87083,161.8292,1127,2,4,1.098888,1.207556,"Predator-Omnivore",5,"Forest"
"1128","Zhao_et_al_2014",2014,347,"347a",2009,2011,3,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,2.21,5,0.38,0.85,1.91,5,0.68,1.53,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 2b","","Treatment",1.91,2.21,0.68,0.38,1.157068,0.1458893,0.1361707,0.03126325,0.03160205,20.25684,12.55707,23.98333,23.04167,174.5083,141.2667,23.5125,157.8875,1128,2,4,1.098888,1.207556,"Bacterivore",1,"Forest"
"1129","Zhao_et_al_2014",2014,347,"347b",2009,2011,3,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,1.21,5,0,0,0,5,0,0,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Figure 2c","","Treatment",5,1.21,0.2594009,0.0817258,0.242,-1.418818,-1.418631,0.001450694,0.001451255,20.25684,12.55707,23.98333,23.04167,174.5083,141.2667,23.5125,157.8875,1129,2,4,1.098888,1.207556,"Fungivore",2,"Forest"
"1130","Zhao_et_al_2014",2014,347,"347c",2009,2011,3,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Herbivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,1.21,5,0,0,0,5,0,0,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Figure 2d","","Treatment",5,1.21,0.2594009,0.0817258,0.242,-1.418818,-1.418631,0.001450694,0.001451255,20.25684,12.55707,23.98333,23.04167,174.5083,141.2667,23.5125,157.8875,1130,2,4,1.098888,1.207556,"Herbivore",3,"Forest"
"1131","Zhao_et_al_2014",2014,347,"347d",2009,2011,3,1,"Asia","China","Xiaoliang Tropical Coastal Ecosystem Research Station_Guangdong Province",21.45,110.9,500,"Nematoda",NA,NA,NA,NA,NA,NA,"Predator/Omnivore","YES","YES","0-10","NO",NA,100,"Added","NH4NO3",100,0.24,5,0,0,0,5,0,0,"FromSE","Baermann funnel","Individuals/gr dry soil",0.02,0.02,NA,"Secondary mixed forest","Forest land","23",NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Figure 2e","","Treatment",5,0.24,0.2594009,0.01621008,0.048,-3.036554,-3.036367,0.001450694,0.001451255,20.25684,12.55707,23.98333,23.04167,174.5083,141.2667,23.5125,157.8875,1131,2,4,1.098888,1.207556,"Predator-Omnivore",5,"Forest"
"1132","Cheng_et_al_2021",2021,349,"349a",2012,2015,4,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO","34.3",25,"Added",NA,36,407.36,5,204.16,91.3,294.98,5,188.46,84.28,"FromSE","Modified Baerman method","Individuals/10 g dry litter",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1a","","Treatment",294.98,407.36,188.46,204.16,1.380975,0.3227898,0.3070896,0.1318722,0.1364663,19.67078,7.927511,1.291667,3.133333,31.46667,23.475,2.2125,27.47083,1132,1.39794,1.954236,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1133","Cheng_et_al_2021",2021,349,"349a",2012,2015,4,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO","34.3",50,"Added",NA,36,491.64,5,188.46,84.28,294.98,5,188.46,84.28,"FromSE","Modified Baerman method","Individuals/10 g dry litter",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1a","","Treatment",294.98,491.64,188.46,188.46,1.666689,0.5108392,0.4847152,0.1110245,0.1147886,19.67078,7.927511,1.291667,3.133333,31.46667,23.475,2.2125,27.47083,1133,1.69897,2.886499,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1134","Cheng_et_al_2021",2021,349,"349a",2012,2015,4,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO","34.3",100,"Added",NA,36,814.72,5,172.75,77.26,294.98,5,188.46,84.28,"FromSE","Modified Baerman method","Individuals/10 g dry litter",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1a","","Treatment",294.98,814.72,188.46,172.75,2.76195,1.015937,0.9796147,0.09062814,0.09400081,19.67078,7.927511,1.291667,3.133333,31.46667,23.475,2.2125,27.47083,1134,2,4,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1135","Cheng_et_al_2021",2021,350,"350a",2012,2016,5,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO","34.3",25,"Added",NA,36,906.02,5,471.14,210.7,393.31,5,157.05,70.23,"FromSE","Modified Baerman method","Individuals/10 g dry litter",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1a","","Treatment",393.31,906.02,157.05,471.14,2.303577,0.8344633,0.8455601,0.08597084,0.08794172,19.67078,7.927511,1.291667,2.558333,31.46667,25.58333,1.925,28.525,1135,1.39794,1.954236,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1136","Cheng_et_al_2021",2021,350,"350a",2012,2016,5,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO","34.3",50,"Added",NA,36,1067.56,5,1036.52,463.55,393.31,5,157.05,70.23,"FromSE","Modified Baerman method","Individuals/10 g dry litter",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1a","","Treatment",393.31,1067.56,157.05,1036.52,2.714297,0.9985328,1.076858,0.2204275,0.2387093,19.67078,7.927511,1.291667,2.558333,31.46667,25.58333,1.925,28.525,1136,1.69897,2.886499,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1137","Cheng_et_al_2021",2021,350,"350a",2012,2016,5,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO","34.3",100,"Added",NA,36,1292.31,5,675.3,302,393.31,5,157.05,70.23,"FromSE","Modified Baerman method","Individuals/10 g dry litter",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1a","","Treatment",393.31,1292.31,157.05,675.3,3.285729,1.189588,1.20095,0.08650088,0.08850058,19.67078,7.927511,1.291667,2.558333,31.46667,25.58333,1.925,28.525,1137,2,4,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1138","Cheng_et_al_2021",2021,351,"351a",2012,2015,4,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","34.3",25,"Added",NA,36,218.54,5,37.03,16.56,269.21,5,31.08,13.9,"FromSE","Modified Baerman method","Individuals/100 gr dry soil",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1c","","Treatment",269.21,218.54,31.08,37.03,0.8117826,-0.2085227,-0.2069844,0.008407853,0.008427892,19.67078,7.927511,1.291667,3.133333,31.46667,23.475,2.2125,27.47083,1138,1.39794,1.954236,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1139","Cheng_et_al_2021",2021,351,"351a",2012,2015,4,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","34.3",50,"Added",NA,36,322.85,5,170.3,76.16,269.21,5,31.08,13.9,"FromSE","Modified Baerman method","Individuals/100 gr dry soil",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1c","","Treatment",269.21,322.85,31.08,170.3,1.19925,0.1816961,0.2081878,0.05831473,0.0598667,19.67078,7.927511,1.291667,3.133333,31.46667,23.475,2.2125,27.47083,1139,1.69897,2.886499,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1140","Cheng_et_al_2021",2021,351,"351a",2012,2015,4,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","34.3",100,"Added",NA,36,269.87,5,66.64,29.8,269.21,5,31.08,13.9,"FromSE","Modified Baerman method","Individuals/100 gr dry soil",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1c","","Treatment",269.21,269.87,31.08,66.64,1.002452,0.002448617,0.007213398,0.01486094,0.01493886,19.67078,7.927511,1.291667,3.133333,31.46667,23.475,2.2125,27.47083,1140,2,4,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1141","Cheng_et_al_2021",2021,352,"352a",2012,2016,5,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","34.3",25,"Added",NA,36,67.88,5,22.2,9.93,76.16,5,11.11,4.97,"FromSE","Modified Baerman method","Individuals/100 gr dry soil",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1c","","Treatment",76.16,67.88,11.11,22.2,0.8912815,-0.115095,-0.1065269,0.02564807,0.02588594,19.67078,7.927511,1.291667,2.558333,31.46667,25.58333,1.925,28.525,1141,1.39794,1.954236,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1142","Cheng_et_al_2021",2021,352,"352a",2012,2016,5,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","34.3",50,"Added",NA,36,92.72,5,11.1,4.97,76.16,5,11.11,4.97,"FromSE","Modified Baerman method","Individuals/100 gr dry soil",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1c","","Treatment",76.16,92.72,11.11,11.1,1.217437,0.1967478,0.196053,0.007122375,0.00713554,19.67078,7.927511,1.291667,2.558333,31.46667,25.58333,1.925,28.525,1142,1.69897,2.886499,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1143","Cheng_et_al_2021",2021,352,"352a",2012,2016,5,1,"Asia","China","Grassland Ecological Research Station_Inner Mongolia",44.16667,116.4667,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","34.3",100,"Added",NA,36,96.03,5,51.83,23.18,76.16,5,11.11,4.97,"FromSE","Modified Baerman method","Individuals/100 gr dry soil",NA,NA,NA,"Perennial grasses","Experimental grassland","-0.5","315","8",NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 1c","","Treatment",76.16,96.03,11.11,51.83,1.260898,0.2318243,0.2588268,0.06251711,0.06422334,19.67078,7.927511,1.291667,2.558333,31.46667,25.58333,1.925,28.525,1143,2,4,0.8991369,0.8084471,"Unknown",6,"Non-forest"
"1144","Alon_and_Steinberger_1999",1999,35,"35a",1992,1993,1,1,"Asia","Israel","Avdat_Research_Farm",30.7945,34.77362,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","",50,"Added","NH4NO3",1,79300,4,0,0,24700,4,0,0,"FromSource","Baermann funnel","Individuals",NA,NA,NA,"Desertic","Field experiment on a desertic area","17.25","90",NA,NA,NA,"Y","Y","Juan",0,1,1,2,"Table 1. Each day of sampling considered as a different study","","Treatment",24700,79300,1281.44,5356.079,3.210526,1.166435,1.166669,0.001813368,0.001814245,17.63738,4.866875,18,18.81667,10.19167,6,18.40833,8.095833,1144,1.69897,2.886499,0.6872502,0.4723128,"Unknown",6,"Non-forest"
"1145","Alon_and_Steinberger_1999",1999,35,"35a",1992,1993,1,1,"Asia","Israel","Avdat_Research_Farm",30.7945,34.77362,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","",100,"Added","NH4NO3",1,32500,4,0,0,24700,4,0,0,"FromSource","Baermann funnel","Individuals",NA,NA,NA,"Desertic","Field experiment on a desertic area","17.25","90",NA,NA,NA,"Y","Y","Juan",0,1,1,2,"Table 1. Each day of sampling considered as a different study","","Treatment",24700,32500,1281.44,2195.114,1.315789,0.2744368,0.2746706,0.001813368,0.001814245,17.63738,4.866875,18,18.81667,10.19167,6,18.40833,8.095833,1145,2,4,0.6872502,0.4723128,"Unknown",6,"Non-forest"
"1146","Alon_and_Steinberger_1999",1999,35,"35b",1992,1993,1,1,"Asia","Israel","Avdat_Research_Farm",30.7945,34.77362,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","",50,"Added","NH4NO3",1,88400,4,0,0,57200,4,0,0,"FromSource","Baermann funnel","Individuals",NA,NA,NA,"Desertic","Field experiment on a desertic area","17.25","90",NA,NA,NA,"Y","Y","Juan",0,1,1,2,"Table 1. Each day of sampling considered as a different study","","Treatment",57200,88400,2967.546,5970.711,1.545455,0.4353181,0.4355519,0.001813368,0.001814245,17.63738,4.866875,18,18.81667,10.19167,6,18.40833,8.095833,1146,1.69897,2.886499,0.6872502,0.4723128,"Unknown",6,"Non-forest"
"1147","Alon_and_Steinberger_1999",1999,35,"35b",1992,1993,1,1,"Asia","Israel","Avdat_Research_Farm",30.7945,34.77362,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","",100,"Added","NH4NO3",1,131300,4,0,0,57200,4,0,0,"FromSource","Baermann funnel","Individuals",NA,NA,NA,"Desertic","Field experiment on a desertic area","17.25","90",NA,NA,NA,"Y","Y","Juan",0,1,1,2,"Table 1. Each day of sampling considered as a different study","","Treatment",57200,131300,2967.546,8868.263,2.295455,0.8309309,0.8311647,0.001813368,0.001814245,17.63738,4.866875,18,18.81667,10.19167,6,18.40833,8.095833,1147,2,4,0.6872502,0.4723128,"Unknown",6,"Non-forest"
"1148","Alon_and_Steinberger_1999",1999,35,"35c",1992,1993,1,1,"Asia","Israel","Avdat_Research_Farm",30.7945,34.77362,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","",50,"Added","NH4NO3",1,96200,4,0,0,49400,4,0,0,"FromSource","Baermann funnel","Individuals",NA,NA,NA,"Desertic","Field experiment on a desertic area","17.25","90",NA,NA,NA,"Y","Y","Juan",0,1,1,2,"Table 1. Each day of sampling considered as a different study","","Treatment",49400,96200,2562.88,6497.539,1.947368,0.6664789,0.6667127,0.001813368,0.001814245,17.63738,4.866875,18,18.81667,10.19167,6,18.40833,8.095833,1148,1.69897,2.886499,0.6872502,0.4723128,"Unknown",6,"Non-forest"
"1149","Alon_and_Steinberger_1999",1999,35,"35c",1992,1993,1,1,"Asia","Israel","Avdat_Research_Farm",30.7945,34.77362,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","YES","0-10","NO","",100,"Added","NH4NO3",1,113100,4,0,0,49400,4,0,0,"FromSource","Baermann funnel","Individuals",NA,NA,NA,"Desertic","Field experiment on a desertic area","17.25","90",NA,NA,NA,"Y","Y","Juan",0,1,1,2,"Table 1. Each day of sampling considered as a different study","","Treatment",49400,113100,2562.88,7638.998,2.289474,0.828322,0.8285558,0.001813368,0.001814245,17.63738,4.866875,18,18.81667,10.19167,6,18.40833,8.095833,1149,2,4,0.6872502,0.4723128,"Unknown",6,"Non-forest"
