"","Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR","CEC","Ndep_1984_2015","CRU_MAT_Initial","CRU_MAT_Final","CRU_MAP_Initial","CRU_MAP_Final","CRU_MAT_mean","CRU_MAP_mean","RowID","logNadd","logNadd2","logNdep","logNdep2","Feeding_GuildUsed","Feeding_GuildCode","Habitat"
"640","Liu_et_al_2020",2020,196,"196j",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeloides",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,86.3,36,14.7,2.45,89.5,36,10.8,1.8,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",89.5,86.3,10.8,14.7,0.964245810055866,-0.0364090271914275,-0.0362082907713,0.00121043635575076,0.00121084293990395,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,640,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"641","Liu_et_al_2020",2020,196,"196k",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Cephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.3,36,0.2,0.03,0.3,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.3,0.3,0.2,0.2,1,0,0,0.0246913580246914,0.0248437738149672,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,641,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"642","Liu_et_al_2020",2020,196,"196k",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Cephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0.1,36,0.1,0.02,0.3,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.3,0.1,0.2,0.1,0.333333333333333,-1.09861228866811,-1.09089623928539,0.0401234567901235,0.0405854671543972,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,642,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"643","Liu_et_al_2020",2020,196,"196k",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Cephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.3,36,0.3,0.05,0.3,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.3,0.3,0.2,0.3,1,0,0.00771604938271605,0.0401234567901235,0.0405854671543972,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,643,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"644","Liu_et_al_2020",2020,196,"196k",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Cephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0.1,36,0.1,0.02,0.3,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.3,0.1,0.2,0.1,0.333333333333333,-1.09861228866811,-1.09089623928539,0.0401234567901235,0.0405854671543972,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,644,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"645","Liu_et_al_2020",2020,196,"196l",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Cervidellus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,9.8,36,2.8,0.47,10.5,36,2.5,0.42,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",10.5,9.8,2.5,2.8,0.933333333333333,-0.0689928714869514,-0.068646436616707,0.00384227765180146,0.00384608844330917,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,645,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"646","Liu_et_al_2020",2020,196,"196l",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Cervidellus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,10.1,36,2.1,0.35,10.5,36,2.5,0.42,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",10.5,10.1,2.5,2.1,0.961904761904762,-0.038839833316264,-0.0390267539638304,0.00277556661617981,0.00277752749801851,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,646,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"647","Liu_et_al_2020",2020,196,"196l",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Cervidellus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,6.8,36,1.9,0.32,10.5,36,2.5,0.42,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",10.5,6.8,2.5,1.9,0.647619047619048,-0.434452644981417,-0.434155678427911,0.00374334101832454,0.00374693235795331,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,647,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"648","Liu_et_al_2020",2020,196,"196l",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Cervidellus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,8.6,36,2,0.33,10.5,36,2.5,0.42,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",10.5,8.6,2.5,2,0.819047619047619,-0.199613053904016,-0.1996492491004,0.00307701751854318,0.00307938583783778,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,648,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"649","Liu_et_al_2020",2020,196,"196m",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Chiloplacus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,649,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"650","Liu_et_al_2020",2020,196,"196m",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Chiloplacus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,650,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"651","Liu_et_al_2020",2020,196,"196m",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Chiloplacus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.8,36,0.7,0.12,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.1,0.8,0.1,0.7,8,2.07944154167984,2.0761863333465,0.0490451388888889,0.0496570916823399,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,651,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"652","Liu_et_al_2020",2020,196,"196m",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Chiloplacus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,652,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"653","Liu_et_al_2020",2020,196,"196n",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Eucephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,17.5,36,3.2,0.53,12.9,36,2.9,0.48,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",12.9,17.5,2.9,3.2,1.35658914728682,0.304973569561842,0.304736054373486,0.0023326267485942,0.00233404344894596,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,653,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"654","Liu_et_al_2020",2020,196,"196n",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Eucephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,10.4,36,2.6,0.43,12.9,36,2.9,0.48,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",12.9,10.4,2.9,2.6,0.806201550387597,-0.215421505220299,-0.21525536394607,0.00313993967376426,0.00314243208197599,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,654,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"655","Liu_et_al_2020",2020,196,"196n",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Eucephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,9.2,36,2.2,0.37,12.9,36,2.9,0.48,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",12.9,9.2,2.9,2.2,0.713178294573643,-0.338023827312632,-0.337931528193412,0.00299225536374536,0.00299450228091323,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,655,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"656","Liu_et_al_2020",2020,196,"196n",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Eucephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,14.9,36,3.3,0.55,12.9,36,2.9,0.48,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",12.9,14.9,2.9,3.3,1.15503875968992,0.144133901583787,0.144113262920676,0.00276637979908394,0.00276829343933655,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,656,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"657","Liu_et_al_2020",2020,196,"196o",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Eumonhystera",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,6.8,36,3,0.5,5.5,36,1.6,0.27,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",5.5,6.8,1.6,3,1.23636363636364,0.212174519943636,0.213702416874568,0.00775735492706238,0.00777473353496004,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,657,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"658","Liu_et_al_2020",2020,196,"196o",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Eumonhystera",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,4.5,36,1.5,0.25,5.5,36,1.6,0.27,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",5.5,4.5,1.6,1.5,0.818181818181818,-0.200670695462151,-0.200302875851907,0.00543720028568513,0.00544472636368748,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,658,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"659","Liu_et_al_2020",2020,196,"196o",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Eumonhystera",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,3.9,36,1.7,0.28,5.5,36,1.6,0.27,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",5.5,3.9,1.6,1.7,0.709090909090909,-0.343771539102824,-0.342307949166041,0.00762874093876425,0.007645432456345,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,659,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"660","Liu_et_al_2020",2020,196,"196o",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Eumonhystera",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,3.3,36,1.5,0.25,5.5,36,1.6,0.27,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",5.5,3.3,1.6,1.5,0.6,-0.510825623765991,-0.509131408889958,0.00808999081726355,0.00810922316916557,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,660,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"661","Liu_et_al_2020",2020,196,"196p",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Geomonhystera",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.4,36,0.4,0.07,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.0277777777777778,0.4,0.00144111585016345,0.4,14.4,2.66722820658196,2.68107971280276,0.0278525431139471,0.0282383483780106,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,661,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"662","Liu_et_al_2020",2020,196,"196q",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Heterocephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,18.7,36,3.5,0.58,13.6,36,2.6,0.43,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",13.6,18.7,2.6,3.5,1.375,0.318453731118535,0.318432655904297,0.0019883186218905,0.00198930741879069,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,662,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"663","Liu_et_al_2020",2020,196,"196q",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Heterocephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,16,36,5,0.83,13.6,36,2.6,0.43,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",13.6,16,2.6,5,1.17647058823529,0.162518929497775,0.163367649040739,0.00372790813629373,0.0037321027859245,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,663,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"664","Liu_et_al_2020",2020,196,"196q",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Heterocephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,17.7,36,4.5,0.75,13.6,36,2.6,0.43,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",13.6,17.7,2.6,4.5,1.30147058823529,0.263494846837777,0.263884960112388,0.00281069559958653,0.00281282279039194,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,664,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"665","Liu_et_al_2020",2020,196,"196q",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Heterocephalobus",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,17.8,36,4.8,0.8,13.6,36,2.6,0.43,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",13.6,17.8,2.6,4.8,1.30882352941176,0.269128664556033,0.269631020781638,0.00303518150157449,0.00303773694503877,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,665,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"666","Liu_et_al_2020",2020,196,"196r",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Monhystera",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,4,36,1.8,0.3,5.9,36,2.5,0.42,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",5.9,4,2.5,1.8,0.677966101694915,-0.388657989791783,-0.388339185728455,0.0106123918733442,0.0106406492246933,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,666,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"667","Liu_et_al_2020",2020,196,"196r",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Monhystera",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,9.3,36,6,1,5.9,36,2.5,0.42,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",5.9,9.3,2.5,6,1.57627118644068,0.455062049247537,0.458349368457124,0.0165494221658636,0.0166286994769553,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,667,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
"668","Liu_et_al_2020",2020,196,"196r",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Monhystera",NA,NA,"Bacterivore","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,3.8,36,1.7,0.28,5.9,36,2.5,0.42,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",5.9,3.8,2.5,1.7,0.644067796610169,-0.439951284179334,-0.439665278669407,0.0105467947665421,0.0105746852856557,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,668,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Bacterivore",1,"Forest"
